,discourse_id,discourse_text
427,b6e3d5f4bc10,"In the passage it says,"" According to Facial Feedback Theory of Emotion, moving your facial muscles not only expreess emotions, but also may even help produce them."
428,b6e3d5f4bc10,"(""Putting on a happy face"" actually works!)""."
429,b6e3d5f4bc10,This proves that it has been proven by experts that this system could help spread positive vibes.
430,b6e3d5f4bc10,"""Whoever thought that making faces could receal so much about the science of emotions!"
431,b6e3d5f4bc10,"""."
432,b2f2c65c8168,"Finally, the FACS could help identify when students are bored and are not paying attention."
433,d0faef02f15f,This will help a student pay attention and not stay behind.
434,d0faef02f15f,The solution to this would be to modify the infromation to be interesting or less difficult for a student.
435,d0faef02f15f,I assume that this would decrease the amount of missing assignments and improve grades.
436,d0faef02f15f,This will be better fro the students to gain knowledge.
437,11fba8973075,In conclusion the Facial Action Coding System should be used in classrooms for students.
438,11fba8973075,"They will help improve their interest in topics at school, help the students understand better, it will help students be more possitive, and finally is will have a big impact on all of us."
439,11fba8973075,The Facial Action Coding System would be a new way of gaining more knowledge.
440,11fba8973075,It will help students and teachers understand eachother better.
441,11fba8973075,Overall this would be a positive impact amoung us all.
442,a2db434c4ab5,How much value would come out of going to Venus?
443,a2db434c4ab5,Scientists have tried many times to study Venus.
444,a2db434c4ab5,"Unfortunatley, they've always come out as failures."
445,a2db434c4ab5,People could argue that the effort of studying Venus is useless and ineffective.
446,a2db434c4ab5,"However, scientists have little to no knowledge of how the planets in our solar system were made."
447,a2db434c4ab5,Scientists could have more knowledge of Venus if they found a way to study the planet.
448,0e5d095f7af2,The author of the article is right about the exploration of Venus being a worthy pursuit.
449,4508ca456dfa,The author of the article does mention how difficult it is to study Venus by bringing up the planet's harsh atmosphere in Paragraph 3
450,bc108d224e7f,Which further proves his point how valuable it is to study Venus.
451,0582e9b6bba1,He also points out that Venus may have been a lot like Earth a long time ago in Paragraph 4.
452,920e6b44d345,"This doesn't just further our understanding of Venus, but it may also give us more information about Earth as well."
453,13851dce0740,"In Paragraph 5, the author mentions NASA's plans on how to study Venus."
454,4a223be3f9cf,He does mention that those plans may have challenges fo their own in Paragraph 6.
455,ac0ded4b9bcc,The author pushes to try those plans out in a realistic manner.
456,ac0ded4b9bcc,"The author being realistic with the reader, makes the reader want agree with him more."
457,7c17dbb34874,"The author backs up his suggestion with great evidence, but does it in a realistic way."
458,7c17dbb34874,"He realizes how dangerous it is to study, but pushes for it by bringing up how little we know about Venus."
459,7c17dbb34874,The author's suggestion is correct and scientists need to find a way to study Venus.
460,97caf0b48e4b,New software has been developed that improves accuracy in percieving the emotions of others
461,5bfc73ad40f2,"The use of this technology to read the emotional expressions of students in a classroom could be valuable, or it could be a waste of time, depending on how you look at it."
462,ee7e01c3ffc3,"Technology has been upgraded throughout recent decades, and most recently, technology has taken a different approach."
463,ee7e01c3ffc3,"The software is the latest innovation from Prof. Thomas Huang, in collaboration with Prof. Nicu Sebe."
464,ee7e01c3ffc3,"Dr. Huang and his colleagues are experts at developing better ways for humans and computers to communicate, but is this really a better way to communicate?"
465,ee7e01c3ffc3,It comes down to the facts.
466,ee7e01c3ffc3,"The computer constructs a 3-D computer model of the face, and then associated each with characteristic movements of the facial muscles."
467,ee7e01c3ffc3,"Everyone has different ways of expressing emotions, and not everyone feels the same emotions."
468,ee7e01c3ffc3,"Thinking that a computer could possibly detect your emotions is a bit silly, to some, and valuable to others."
469,ee7e01c3ffc3,So what makes it silly to some?
470,ee7e01c3ffc3,"You can probably tell how a friend is feeling by the look on their face, you can talk with them in person."
471,401421cde43d,"Having physical contact is very important when it comes to emotions, using a computer to detect, sounds a bit far-fetched."
472,401421cde43d,"Schools have teachers, and school counselors, so that students can talk express how they feel."
473,401421cde43d,Some people don't see why this feature could possibly be useful in a classroom.
474,f225251a6e00,"There are many issues going on in the world, much worse than trying to figure our expressions."
475,f225251a6e00,"So, why aren't we using this tchnology, and these smart people to work on something more important?"
476,f225251a6e00,"Imagine a computer that knows when you're happy or sad, what would you need it for"
477,44b6cc50a239,"Human communication is very important, using a computer to detect how you feel is simply a waste of time, in some opinions."
478,44b6cc50a239,Making faces can reveal so much about the science of emotion.
479,058f4ce3597e,"On the other hand, what could the Facial Action Coding System be useful for in classrooms?"
480,058f4ce3597e,Students may be able to use this feature in physiciatry studies
481,311d9dc7492f,Students may also use this feature in art classes to really capture what the artist was depicting in the work.
482,311d9dc7492f,"For instance, this new software was able to create percentages of Mona Lisa's emotions."
483,311d9dc7492f,"The latest innovation in computer software may be very useful for art classes, knowing how a person may be feeling in a painting may help students to depict the artists work, a bit better."
484,311d9dc7492f,"As humans, we can tell how someone may be feeling by the look on their face, or the look in their eyes."
485,311d9dc7492f,"Most of us would have trouble trying to describe what facial expressions convey being happy, besides a smile."
486,311d9dc7492f,The computer can make exact percentages on each emotion you may be feeling.
487,2953f330d3ea,"However, a computer cannot feel, cannot have sympathy, and cannot understand many things about humans."
488,0f1fbaff772e,Reaching the final conclusion is up to you.
489,0f1fbaff772e,"Is a computer being able to identify your emotions useful in classrooms, or not?"
490,ba6a9d0294ee,"Venus is a very dangrus planet its ben proven, not one human has lasted more than a few hours floating above the fray,its been more than three decades since a space ship has tuched venus but"
491,5e605734b4a7,scientist are till working on the planert wonderingthe same question as you why are we still working on this dangerus planet
492,80799deeb1b1,"well scientist come to notice that venus has some familiar featurs alike earth it has vallys, mountains,and craters, scientist have come to think that long time ago, venus was probably coverd with oceans and could have suppoted various forms of life, just like earth today., thats why scientists are not giving up on figuring out venus witch is why they are still trying to go back to venus safe and scientificly productive following the safe orders that NASA gave the scientist, NASA gave sicentist permission to go to venus with some conditions,they will only be allowed to be floating above the fry, scientist will have to invent a stronger space ship, and they will have to study not just the planet but the people more so it can be safer and they dont have any risks."
493,80799deeb1b1,"not to mention venusis the closest to earth in terms of desity and size, and occasionatly the closest to didtance too its the second planet from our sun known as erths twin."
494,bcb395f36d13,"There are many limiting car usage, through out the world,"
495,101d87bb60ea,many are in the suburb of germany.
496,101d87bb60ea,some are also in Bogota.
497,101d87bb60ea,And many more countrys like the United states.
498,a2780ab68256,", it has some car limiting usage."
499,a2780ab68256,the country that it resigns in  the suburbs of germany.
500,a2780ab68256,"For an example "" automobiles are linchpin of the suburbs where middle-class families from Chicago to Shanghai  tend to make thier homes."""
501,a2780ab68256,"""Experments said that there is a drastically reduce greenhouse gas emision from the tailpipes."
502,a2780ab68256,It also states that the passager cat are responsible for 12% of greenhouse gas  emissions in Europe.
503,a2780ab68256,"And up to 50% in some car-intensive areas in the united states."""
504,a2780ab68256,"( Rosenthal, paragraph 5) So thats a limiting car usage"
505,533f10daa01f,Because  the greenhouse percentage is going up in many countries  mainly Europe and the United States.
506,242b34b2d211,"Thats just not it, The united states has been the worlds prime car cultures."
507,242b34b2d211,"""Its also the birthplace of the model T; the home of Detroit; the place where Wilsom Pickett immortalized ""Mustanf Sally"""" "" Demographic shifts in the driving population  suggest that the tend may accelerate."
508,242b34b2d211,"There has been a large drop in percentage of 16-to 39 years olds getting a license, while older people are likely to retain thier licenses as they age"" Mr. Sivaks research has found."
509,242b34b2d211,"(paragraph 39) In New York , there is  a ""proliferation of car-sharing programs acroos the nation"" (paragraph 37)  there are many car limiting advantages like is stated above  car-sharing that was devolped in New  York and now travling all over the United States."
510,242b34b2d211,There are many elder people reatinging their license.
511,242b34b2d211,And less younger people getting thier licenses.
512,8dafd6deb7b7,"there are many advantages, going through the United States in to Europe."
513,8dafd6deb7b7,Those are some of the advantages of limiting car usage.
514,4b1e4c493bfd,Attention !!!
515,4b1e4c493bfd,"to all the residents of this community are Bendz and Suburban going were all the extoic cars and muscle cars at all i see bendz and suburban, Its few foreigen cars out there in the street."
516,4b1e4c493bfd,when I riding on the highway I like to see Mustangs and And Lamborginis ride aside if me because its excited other people it make them want to buy Mustangs and Lamborginis.
517,4b1e4c493bfd,Yes Bendz are nice but i want to see some foreiegn cars Like Bugati and RoyalRoce 50% you will see foreiegn ride around in the city I like to take a trip to see al type of cars with nice paint job and nice looking skirt.
518,4b1e4c493bfd,You will not see that much cars riding around because people sell them to live in beautyful homes.
519,4b1e4c493bfd,In 2007 all the streets was full with muscle cars because the rapper Rick Ross was the first person drive a drop top mustang so many people was so excited thats i seen the whole streets with differnt type of mustangs and drop tops.
520,4b1e4c493bfd,"In the early 90's thats when automobile was invented,  they really was made for middle-class families and Miami to Tallahassee Because it was alot of people thst need gas and lights when the hurricane came through.12 percents of huge houses gas emission in Chicago... and up 72 percent cars-invented area in the united states while they building cars some people has catch buses."
521,4b1e4c493bfd,It has been efforts in the past two years to make denser and better for walking in 2010 that's when stationwagins was invented so people really did have to walk anymore or catch buses but some catch buses because it save gas and money.
522,4b1e4c493bfd,In the united states the protection agency is promoting car reduced communities and legislators are starting to act.
523,4b1e4c493bfd,"every since world war I alot of cars was getting destroy lets stop destory cars because thats our transportation said Martin Luther King jr, a fast growing of hundreds in the united states was getting larger and the car population more foreiegn cars and mucle cars was hitting the streets."
524,fcde6d8cebc6,"You may like soccer, art, or even debate."
525,fcde6d8cebc6,The possibilities are endless to any activity that you could join at your school.
526,fcde6d8cebc6,Extracurricular activities are important to every school.
527,fcde6d8cebc6,"Though every school has different activities, each and every one of them play a key role."
528,fcde6d8cebc6,Students may wonder why their principal would make them have to stay after a long day of learning.
529,fcde6d8cebc6,"Students may think that extracurricular activities aren't interesting, but they may not realize how many options their school has to offer."
530,fcde6d8cebc6,Our principal should start putting up sheets that inform you on what activities we have and a brief explanation about them.
531,2bb7cac3fac3,I agree that it should be mandatory for all students to participate in at least one extracurricular activity
532,31f36b059200,they will be involved in their school
533,52b380e7af54,they will make friends
534,c0dd3728cc9f,they could enjoy it.
535,417ac9e47c2d,Students should always feel involved in their school.
536,d17b99fb8370,Every student matters and can make a difference.
537,d17b99fb8370,A good way to be involved at school is to join an extracurricular activity.
538,d17b99fb8370,"For example, if someone joined the SCA then they would be involved by organizing school dances and events."
539,d17b99fb8370,Giving ideas to the student council is another way to be a part of your school.
540,d17b99fb8370,"Say you thought that the dress code needed to be adjusted, you could join a club and talk about it."
541,d17b99fb8370,These clubs can be used to spread awareness for bullying.
542,d17b99fb8370,Someone could of been bullied and they want to feel part of something so they join a club for bullying awareness.
543,d17b99fb8370,Students should encourage others to be part of something at their school.
544,d17b99fb8370,"There are numerous ways to be involved at your school, all you need to do is put yourself out there."
545,7a114fdc93ff,"Joining an extracurricular activity is a great way to make new friends, because you get to meet people that you would of never talked to if you didn't join that club."
546,3f1155e3369a,If you are generally a shy person then a club or sports team will help you meet new people.
547,3f1155e3369a,"For instance, if you get on a sports team you and your team will become one big family."
548,3f1155e3369a,You all will work together during games which will create a bond.
549,3f1155e3369a,Another example is if you join an art club you will have something to talk about because you both will like art.
550,3f1155e3369a,Sometimes it can be hard to open up to people and make friends but trust me doing an activity will help that tremendously.
551,3f1155e3369a,"When I first joined JV soccer I was really intimidated by all the big kids, but then I talked to them and they seemed really nice and talked to me."
552,3f1155e3369a,This goes to show that extracurricular activities can help you make friends that you would of never made if you didn't join that club.
553,ab3fe61b8eeb,Another important reason to join a club is that you could actually really enjoy it.
554,1b263824b0b2,"Even if you have no experience with an of the choices, but it sounds interesting to you then you should go for it."
555,1b263824b0b2,Trying out new things is good and you never know how good you'll be at it.
556,1b263824b0b2,If you try photography for the first time you could like it so much that you do it again next year.
557,1b263824b0b2,"Also, you could join the tennis team and realize that you're really good at it and end up becoming a famous tennis player."
558,1b263824b0b2,"However, not everyone is going to like the choices that they have."
559,1b263824b0b2,"Well, our school could have an option that students get to create a club that they would like."
560,1b263824b0b2,This solves the problem because other students could like the same thing as their peers so they would want to join that club.
561,1b263824b0b2,Someone could want to create a club for ROTC and another student may want to be in the military so they join that club.
562,1b263824b0b2,"Instead of joining a random club because you have to, try to actually find one that you enjoy."
563,1b263824b0b2,There are many choices for students because the principal want everyone to be able to do an activity that they like.
564,f151d3e0cd5b,Extracurricular activities provide lots of opportunities for students.
565,f151d3e0cd5b,You will make lots of memories and friends from joining these clubs.
566,f151d3e0cd5b,Many students have joined activities and enjoyed being involved so they kept doing that same club every year
567,8c540787b848,"However, some students may find it rude to be forced to do an activity."
568,8c540787b848,"We have homework and activities outside of school ,so why do we have to stay at school for an extra hour?"
569,8c540787b848,In order to make everyone agree with the idea of having to participate in a club we have to fix the problems.
570,a79328cd029b,"Yes, students have homework to do, so we can have each club have a specific day of the week to prevent students from staying after everyday"
571,86cc4a288245,Another issue is what if parents can't pick up their child?
572,856613ef55df,Then in that case the school will provide transportation from the school to the students bus stop
573,9ef03ff895c2,There is no reason why students shouldn't join clubs.
574,9ef03ff895c2,"Activities at your school can help you be involved, make friends, and you could enjoy the club."
575,9ef03ff895c2,This is why I agree that students should have to at least participate in one extracurricular activity.
576,f689e7feb8cb,My claim to do studying on Venus is saying no I think spending so much time and money on something that has been tempted to do multiple times and failed is wasteful.
577,025085d165df,Because we have tried on numerous accaions and have got just a few hours with a little bit of information it is not worth it.
578,025085d165df,Researchers know that they only get a super small time to only see a little bit of a huge planet.
579,5500877dbada,"Knowing that Venus is a whole planet the size of earth and only getting to see just a tiny bit of it is like starting at one side of the United States and then driving only a few hours to see how far you get, If you are trying to go all the way around the world to get back to the same spot but only have a few hours to do so, you don't cover much of anything to have any real say of how the world looks in different areas if you haven't seen it all yet."
580,b670edfc1907,In conclusion to the challenge of Venus I say it is a time waster and we will not be able to see the whole planet of Venus with only a few hours once every few decades.
581,121ac22193d7,"Do you think it would be valuble to use the Facial Action Coding System is a technolgy that read your emotions and read it off with a percentige here is an example as it says in th first pargraph she is 83 percent happy.9 percent disguested,6 percent fearfull,and 2 percent angry."
582,121ac22193d7,The process of the FACS is th computer constructs a 3-D model of the face all 44 major muscles in the model must move like hummans muscle's.
583,e9c983e34540,"Dr. Huang relies on his work for pschologist such as Dr. Paul Eckman creator of FACS Eckman has classiflied 6 basic emotions such as happpnies,surpise,anger,disgust,fear, and sadness."
584,e9c983e34540,Anf then associted with characteristic's movemnet's for ecample your frontails pars latrerails muscle's raises your eyebrows when you're surpirsed your'r orbiuclas oris tight your lips up show anger.
585,e9c983e34540,"""The Facial expression for each are univesal""' obsevers Dr. Huang ""even ttrough indivduals ofeten show carry's degree of expression like not smiling as brodly well using a video, in a real life face or in a paiting by weighinh the diffent units the software can even identfy mixed emotions as in Da vincis master pice each expression is compared to a neutral face."
586,391c72a55f87,Yes but no do i think this is valuable because i feel like my emotion's is my personal problems but if pschologist are using it to hep kids and people then yes i belive it is very valuable.
587,f04468bea831,"The challeange of exploring venus

Study venus is a pursuit to dangers, Venus is the challenging planet to humans because of the diffculties."
588,17aaff46cbce,This planet is one of the closest planet to earth which is also dngerous to earth if anything comes up at anything and we do not find a way to overcomme the challenges in venus it might destroyed the earth.
589,17aaff46cbce,"this passage explain to that it is called the ""earth twin"".

"""
590,17aaff46cbce,"97 percent carbon dioxide blanketts cover the venus evedn more challenging are the clouds of highly corrosive sulfuric acid in venus atomosphere"" venus also have the hottest surface temperature of any planet in our solar system no human can surive carbon dioxide without oxygen it is one of the hottest planetno xspace crft haver ever landed on the ground."
591,a264ece3b019,No livingthings lives on this planet if we caan find a solution to this problem we be one of the greatest achievement that human accomplish on earth.
592,58981dac2d41,"we can also make this planet our planetary,"
593,e7ff9a6ca179,venus is one of the most challenging exploring planet on the slolar system.
594,e7ff9a6ca179,if we can find a way to overcome this challenges we should be able to over come all other planet on the solar system challegings this we dont have to worry about this earth twin to affect our own earth.
595,8a90122633f8,When you attempt to find love there are dangers.
596,8a90122633f8,"The one you have chosen may have a history of being unfit to hold a relationship, or just has a bad makeup due to their past and they don't feel like changing now."
597,8a90122633f8,Venus is just like the signifacant other you are looking for.
598,8a90122633f8,"Whilst it is a planet, it has numours dangers like it's chemical makeup, temperature,etc."
599,e74fcac92412,The author couldn't be any better in this story on why even with it's dangers we on earth should venture out and see what Venus is all about.
600,e74fcac92412,Giving us multiplie reasons why we need to find a way to get someone (or something) over there as soon as possible
601,15707b3bc0a3,"The first reason that was broguht upon my eyes was in paragraph eight where it states, ""~but also because human curiosity will likely lead us into many equally intimidation endeavors."""
602,3f85f6814324,when we are able to achieve the abilitiy to get over to our sister planet we will be able to find and conqure much more challenging issues
603,0b4e367ac559,"Another reason that the author wrote in the text was in paragraph 2 it states, ""Ofter reffered to as Earth's 'Twin,' Venus is the closest planet to Earth in terms of density and size, and occasionally the closest in distance too."
604,754a9d45c19a,This shows me that when we are able to get over to this planet we will be able to see 'what is over on that side of the river'.Meaning that we will be able to see what the closest looking planet to earth is really about
605,eeba50cc6976,"The third and final reason the author wrote about in the passage was written in paragraph three as it stated, "" A thick atmosphere of almost 97 percent carbon dioxide blankets Venus."
606,eeba50cc6976,Even more challenging are the clouds of highly corrosive sulfuric acid in Venus's atmosphere.
607,04291ebcaea0,"This is showing me that we already know alot about the chemical makeup of this planet, but there is always something more we can figure out about this topic."
608,04291ebcaea0,Just like with anything theres always a second story or a second layer that tells us more.
609,04291ebcaea0,Here if we ever do decide to take on this task we will be able to see the entire chemical makeup of our sister planet Venus.
610,a7985f5bb26c,In conclusion the author did an amazing job by giving us (the reader) multiple reasons on why we on earth should go and venture out in our solar system and figure out what Venus is truly all about.
611,a7985f5bb26c,And maybe we'll be able to create this planet into a new habitat.
612,a7985f5bb26c,The only way we shall know is if we are able to venture out and do such.
613,a97e12032760,The new technology used to undertstand facial expressions would be a valuable thing in a classroom
614,aed9a1eef645,"This can help alot in schools,because the system will be able to understand the students emotions like confused,or bored,the system can modify and change the learning style"
615,1442704f07dc,This can increase the students studying skills and also they would learn more efficiently.
616,854a1a5b8bf2,"The text states that,a classroom computer could recognize when a student is becoming confused or bored,'Dr."
617,854a1a5b8bf2,Huang predicts.
618,854a1a5b8bf2,"""then it would be able to modify the lesson,like an effective human instructor."
619,854a1a5b8bf2,'This show that the facial recognition can help students to learn more.
620,94a448a93124,The system can help teachers alot in schools to let them know what they need to change to teach better.
621,96546e8a0ecc,In the future the facial recognizer might be able to replace teachers.
622,65fffd634488,"The idea is still to far off because the system , still doesn't understand that most human comunications are none verbal."
623,65fffd634488,The system could help solve crimes and other things it would be able to recognize if a person is lying or not by their facial expresions.
624,5809e26d9b9e,The system would be a good way to teach students at schools or at home if possible.
625,5809e26d9b9e,"Now the students will not be bored in class,neither will they be confused because the system would be able to recognize it and change it"
626,7ac9530eb601,The progam still has alot of flaws
627,0fb4feedb8e2,"but when is solved hopefully, we can have them in our classrooms in the future this could be the most valuable ""teacher"" so far it would be of a great value for schools."
628,b9e31ca13653,"In Nick D'Alto's article, "" Making Mona Lisa Smile"", the author suggests that Dr. Hung's new facial regonation would be useful for many things including using it in a class room to read stusdents' emotional expressions."
629,a99c06cc83a4,I agree with Dr. Hung that the software would be useful to help decipher mixed emoitions.
630,b4f4fdad7fdb,"In his article, he uses the Mona Lisa as an example, and I personally think that it was a good example to help show her conveyed expressions."
631,362609120277,"Dr. Hung invented the Facial Action Coding System, which helps identify the emotions displayed on the human face,and paintings such as Leonardo da Vinci's Mona Lisa."
632,00e6abd1786e,"If this technology was used in a classroom setting, I think that it could be used to help teachers understand if some of their students are enjoying the lesson."
633,00e6abd1786e,Or it could possibly be used to tell when the students are lying to their teachers.
634,00e6abd1786e,The Facial Action Coding System shows the six basic emotion that are associated with the movements of ones facial muscles.
635,00e6abd1786e,"The basic emotions are happiness, surprise, anger, disgust, fear, and sadness."
636,00e6abd1786e,This technology can also identify mixed emotions.
637,78334f89045f,Humans perfom the same amount of emotions everyday.
638,df107ad89b2e,"For example, a friend could probably tell how you feel by looking at your face."
639,df107ad89b2e,But some people might have trouble describing what each facial expression means.
640,df107ad89b2e,Dr. Hung had oserved had aritists like leonardo who had studied human anatomy that had helped them to paint human emotions.
641,df107ad89b2e,"Similarly, Professor Hungs Facial Action Coding System is able to be electorically stored with some information about human anatomty and emotions."
642,0bb207fbe3ce,"Lastly, there are fourty-four major muscles in the human face."
643,0bb207fbe3ce,For example.
644,0bb207fbe3ce,a muscle called the obricularis oculi pars palabraeus is the muscle that makes the crow's-feet shape around your eyes.
645,0bb207fbe3ce,Experts can tell a real smile from a fake smile by the way your mouth is moved.
646,0bb207fbe3ce,"Facial muscles can help produce emotions, by the movement of your muscles."
647,ec435962a7cf,"With the help of the Facial Action Coding System, I think that teachers could easily figure out the emotions that their students faces are conveying."
648,c2f1141f3b7e,"This coding system seems to be revelotionary to me because of it can decipher emotions and it could help many people such as students, teachers, and even the government."
649,30e9374f29fc,"In conclusion, I personally think that with the help of this technology teachers will be able to read into their students emotions better."
650,30e9374f29fc,"Also, teachers would be able to tell if students are lying to them."
651,30e9374f29fc,The value of this technolgy would be able to help them read the facial expressions of many people with diasbilites who have trouble conveying emotions.
652,30e9374f29fc,I beleive that is this type of technology were to be used in a classroom that it would be a great help to many teachers.
653,b890c1310b23,"When I think about schools, I think about a little community because that's basically what it is."
654,b890c1310b23,"Everyone is together for most of the day,every single day."
655,b890c1310b23,So yes I agree with everyone doing one extracurricular activity that way everyone has tried it and be part of the community.
656,1edce1cc95f7,something to take into consideration is that i dont think the kids will really go.
657,69c65c10e9b6,So there's pros and cons in this I know that but deciding if its something I truly believe in then no.
658,0b3a73793a9f,Another con about the extracurricular activity is not every parent has time to pick their kid up after school because they rather pick the kids up instead of letting their kid walk home alone.
659,8c175dd01776,Do I believe this is a good idea?
660,8c175dd01776,Yes
661,0e849a2aad1a,"but that's not the question,the question was do I agree with it?"
662,0e849a2aad1a,No I don't.
663,18200bd92f5b,"Im one of the kids that don't have time for this activity so knowing how my day goes and trying to add on it,really isnt gonna be good for me"
664,6469c7e03311,"For the kids that do have the time and effort to actually do it can do it but it shouldnt have to be pushed on somebody to do it, it just be there like an option just in case you do have extra time and are able to really do it."
665,bd12ca9f984b,"The kids should want to do these things so they can join but if its not possible then it shouldnt be pushed on them,kids should have a choice if they wanna commit do something like that."
666,3610b426dbec,"The point is most of the kids just don't commit or have time or family events, everyone is different you can't just expect every kid just to go."
667,3610b426dbec,So no I dont agree with what the princlai said at all and it should be there for kids to choose it or not for them to force it on the kids.
668,fc524f7af595,There once was three citizen friends from boston who wanted who wanted to limit car usage to 70 percent they realized it was a good idea
669,61807b429e02,it'll help people avdanced experiment in low-car suburban life but its basic precepts are being adopted around the world
670,ea70f90919bf,attempts to make suburbs more compact and more accessible to public transportation with less parking space in this new approach stores are far away to walk to on a main street rather than in small malls around some distant highway
671,4da36400d2f3,its a good idea because if they give up their cars therre will less traffic no accidents or any parking space
672,8280bd4af48e,it will be less problems with people they think if they give up there cars there will be a safer street for everyone
673,44c71e47eef7,some people didnt like idea because if they give up there cars they wont be able to get to their jobs on time and at the same some people live to far from jobs and homes that they want keep people driving their cars
674,5621a557205a,"""We have to join a club?"""
675,5621a557205a,"Generic_Name said shocked, ""Like, we have to?""."
676,5621a557205a,Generic_Name looked confused and slightly angry.
677,5621a557205a,"""Yes Generic_Name, you do have to join a club, it's a requirement for the new year."""
678,5621a557205a,said Principal Generic_Name.
679,5621a557205a,"Generic_Name looked down than looked back up at his principal, ""Great."""
680,5621a557205a,Generic_Name said sarcastically.
681,5621a557205a,Generic_Name spent that school day looking around and asking about the different clubs the school offers.
682,5621a557205a,"While Generic_Name was looking, one club caught his eye."
683,5621a557205a,The gaming club.
684,5621a557205a,"When Generic_Name was out of school he always played video games, it was his favorite pass time!"
685,5621a557205a,"Since the gaming club was the only club that sounded remotely appealing to Generic_Name, he signed up."
686,5621a557205a,"His first day in the club, he was skeptical, but he quickly realized the club was far better than he expected."
687,5621a557205a,2 weeks passed since Generic_Name joined and he already made plenty of new friends and learned about many new games that he grew to love.
688,37992f5647e5,Schools should make it a requirement for all students participate in a extracurricular activity
689,c0392ffc652d,"it helps students meet new people and make new friends,"
690,e70acbb5ce88,it can introduce students to something they've overlooked or have never heard of before
691,390f043ecb8b,it can increase social activity among students.
692,c16fba1027c3,having students join and participate in an extracurricular activity can help them meet new people and make new friends.
693,3f78eb74796e,Joining an extracurricular activity such as a club or a sports team can be very beneficial to students.
694,3f78eb74796e,Having students join clubs can help shy students talk to new people and make more friends.
695,3f78eb74796e,Even someone who is frequently talkative and already has a lot of friends can meet and talk to new people who share the same interests as them in the club.
696,3f78eb74796e,"Having friends who share your interests is something that every student wants, and joining an extracurricular activity can help students achieve that."
697,3f78eb74796e,It was only Generic_Name's first day in the club when he met two people who would later become his best friends.
698,3f78eb74796e,"""Hello,"" said a voice Generic_Name has never heard, ""My name is Generic_Name.""."
699,3f78eb74796e,"Generic_Name looked at Generic_Name and shook his hand, ""Hey Generic_Name, i'm Generic_Name."
700,3f78eb74796e,"Nice too meet you""."
701,3f78eb74796e,The person standing behind Generic_Name introduced himself next.
702,3f78eb74796e,"""Sup Generic_Name."
703,3f78eb74796e,"My name's Generic_Name, I'm Generic_Name's Friend."""
704,3f78eb74796e,he said.
705,3f78eb74796e,"""Nice too meet you as well Generic_Name."""
706,3f78eb74796e,Generic_Name replied.
707,3f78eb74796e,"Generic_Name, Generic_Name and Generic_Name quickly became good friends because of their similar interests."
708,081439ace80c,"requiring students to join an extracurricular activity can introduce students to something they've overlooked in the past, or something completely new."
709,0cbd4c5b7a4c,"Students have their interests, they either like something, or they don't."
710,0cbd4c5b7a4c,Something might not come off as interesting to them at first glance.
711,0cbd4c5b7a4c,They might only start to realize something is interesting to them when they take another look.
712,0cbd4c5b7a4c,"If schools do an event that shows off each different club, students will get that ""second glance"" that they need."
713,0cbd4c5b7a4c,"For example, my older brother wanted to join a club in high school."
714,0cbd4c5b7a4c,He looked through the website and found that nothing sounded interesting to him.
715,0cbd4c5b7a4c,"He decided to look again, this time actually reading the descriptions of each club."
716,0cbd4c5b7a4c,He eventually found the art club.
717,0cbd4c5b7a4c,"He read the description, thought it sounded interesting and signed up."
718,506f1d68d554,ubs and sports are very social activities.
719,506f1d68d554,"If they're in a club, students are basically required to socialize with others."
720,506f1d68d554,"This for the most part is a very positive benefit, allowing students to talk to others who share similar interests with them."
721,506f1d68d554,Students may even spend time outside the clubs with the people they've met.
722,506f1d68d554,"For example, my cousin Generic_Name's mom, forced Generic_Name to join a club."
723,506f1d68d554,She said Generic_Name wasn't socializing enough and spent to much time time on his computer.
724,506f1d68d554,Generic_Name asked around to find a club that was preferably easy.
725,506f1d68d554,"He eventually found the computer club which aligned with his interests, and his want to spite my aunt by ""playing on computers"" in his club."
726,506f1d68d554,Despite that my aunt got her wish and Generic_Name became more social outside of school with his new club.
727,506f1d68d554,Generic_Name had spent his entire 10th grade year in the gaming club.
728,506f1d68d554,Now that summer was approaching for the first time in his life he felt sad about leaving during the summer.
729,506f1d68d554,Generic_Name never thought by joining a club his perception about school would change this drastically.
730,506f1d68d554,"The next day Generic_Name and his club talked about meeting up over the summer, everyone was ecstatic about the idea."
731,506f1d68d554,"Generic_Name, Generic_Name, and Generic_Name all have met up before outside of the club before, but the entire club has never got together like this."
732,506f1d68d554,School ended just as fast as it started and the day quickly approached when the club would get back together again.
733,25e66e444fd3,"schools should make it so all students have to participate in an extracurricular activity such as a club or a sport because it helps students make new friends and build relationships, it can introduce students to something they've overlooked in the past, and it can increase social activity among students."
734,06d48a75b4e7,"According to the article ""Making Mona Lisa Smile,"" there is a new technology called the Facial Action Coding System (FACS) that enables computers to identify human emotions."
735,06d48a75b4e7,This technology is relatively brand new.
736,06d48a75b4e7,It creates a 3-D computer model of all fourty-four major muscles in the face that move like human muscles as well.
737,06d48a75b4e7,"Then, psychologists have classified six basic emotions that are associated with different movements in the facial mucles."
738,06d48a75b4e7,This new technology could result in many benefits in our community as well as all around the world
739,4c2ee7d56e14,The use of the Facial Action Coding System to read the emotional expressions of students in a classroom is valuable
740,e32e969cc4cd,it would allow teachers to know when students become confused
741,0b50478a23f6,are being dishonest
